OG0005999 >XP_012791491.1
OG0008870 >XP_004611572.1
OG0008871 >XP_004604620.1
OG0008872 >XP_004603492.1
OG0008873 >XP_004600692.1
OG0008874 >XP_012790406.1
OG0008875 >XP_004616593.1
OG0008876 >XP_004618574.1
OG0008877 >XP_004618457.1
OG0008878 >XP_004606485.1
OG0008879 >XP_004600691.1
OG0008880 >XP_004602576.1
OG0008881 >XP_004610122.1
OG0008882 >XP_004613498.1
OG0008883 >XP_004607605.1
OG0008884 >XP_004600167.1
OG0008885 >XP_004617848.1
OG0008886 >XP_004618458.1
OG0008887 >XP_004607461.1
OG0008888 >XP_004612697.1
OG0008889 >XP_004603152.1
OG0008890 >XP_012789212.1
OG0008891 >XP_004620844.1
OG0008892 >XP_004616073.1
OG0008893 >XP_004608842.1
OG0008894 >XP_004622386.1
OG0008895 >XP_004609654.1
OG0008896 >XP_004616040.1
OG0008897 >XP_004600346.1
OG0008898 >XP_004611486.1
OG0008899 >XP_004610121.1
OG0008900 >XP_004600992.2
OG0008901 >XP_004618460.1
OG0008902 >XP_004606432.1
OG0008903 >XP_012789730.1
OG0008905 >XP_012789007.1
OG0008906 >XP_012788863.1
OG0008907 >XP_004600991.1
OG0008908 >XP_004616472.1
OG0008909 >XP_004612695.1
OG0008910 >XP_004612161.2
OG0008911 >XP_004602034.1
OG0008912 >XP_004602394.1
OG0008913 >XP_004618464.1
OG0008915 >XP_004612694.1
OG0008916 >XP_012787494.1
OG0008917 >XP_004616077.1
OG0008918 >XP_004606434.1
OG0008919 >XP_004614155.1
OG0008920 >XP_004605558.1
OG0008921 >XP_004612295.1
OG0008922 >XP_012789171.1
OG0008923 >XP_004605014.1
OG0008924 >XP_004613494.1
OG0008925 >XP_004610486.1
OG0008926 >XP_004605013.1
OG0008927 >XP_004613493.1
OG0008928 >XP_004605439.1
OG0008929 >XP_004610487.1
OG0008931 >XP_004615577.1
OG0008932 >XP_004620000.1
OG0008933 >XP_004610117.1
OG0008934 >XP_004618461.1
OG0008935 >XP_004620797.1
OG0008936 >XP_012790361.1
OG0008937 >XP_004608847.1
OG0008938 >XP_004609658.1
OG0008939 >XP_004607063.1
OG0008940 >XP_004618162.1
OG0008941 >XP_004620796.1
OG0008942 >XP_012787493.1
OG0008943 >XP_004602036.1
OG0008944 >XP_004608673.1
OG0008945 >XP_004620794.2
OG0008946 >XP_012787226.1
OG0008947 >XP_004607083.1
OG0008948 >XP_004609659.1
OG0008949 >XP_004620792.1
OG0008950 >XP_004618465.1
OG0008951 >XP_012788533.1
OG0008952 >XP_012788862.1
OG0008953 >XP_004618161.1
OG0008954 >XP_004613213.1
OG0008955 >XP_004604239.1
OG0008956 >XP_004607455.1
OG0008957 >XP_004610490.1
OG0008958 >XP_004602397.1
OG0008959 >XP_012788305.1
OG0008960 >XP_004610453.1
OG0008961 >XP_004616043.1
OG0008962 >XP_004603158.1
OG0008963 >NP_001277337.1
OG0008964 >XP_004616079.1
OG0008965 >XP_004608671.1
OG0008966 >XP_004618577.1
OG0008967 >XP_012787362.1
OG0008968 >XP_012788532.1
OG0008969 >XP_004609026.1
OG0008970 >XP_004607454.1
OG0008971 >XP_004600510.1
OG0008972 >XP_004609660.1
OG0008975 >XP_012787267.1
OG0008976 >XP_012790346.1
OG0008978 >XP_004603475.1
OG0008979 >XP_004612692.1
OG0008980 >XP_004608667.1
OG0008981 >XP_004605293.1
OG0008982 >XP_004610234.1
OG0008983 >XP_004612165.1
OG0008984 >XP_004618579.1
OG0008985 >XP_004610452.1
OG0008987 >XP_004608853.1
OG0008988 >XP_004615675.1
OG0008989 >XP_004618154.1
OG0008990 >XP_004609661.1
OG0008991 >XP_004610967.1
OG0008992 >XP_004615676.1
OG0008993 >XP_004620791.1
OG0008994 >XP_004609662.1
OG0008995 >XP_004610386.1
OG0008996 >XP_004612293.1
OG0008997 >XP_004608856.1
OG0008998 >XP_004613491.1
OG0008999 >XP_004617532.1
OG0009000 >XP_004607453.1
OG0009001 >XP_004609029.1
OG0009002 >XP_004607602.1
OG0009003 >XP_004613280.1
OG0009004 >XP_012787361.1
OG0009005 >XP_004600687.1
OG0009006 >XP_004604454.1
OG0009007 >XP_004620790.1
OG0009008 >XP_004613490.1
OG0009009 >XP_004610233.1
OG0009010 >XP_004603474.1
OG0009011 >XP_004600512.1
OG0009012 >XP_004616046.1
OG0009013 >XP_004608663.1
OG0009014 >XP_004615677.1
OG0009015 >XP_012787304.1
OG0009016 >XP_004603473.1
OG0009017 >XP_004610385.1
OG0009018 >XP_004613318.1
OG0009020 >XP_004609340.1
OG0009021 >XP_004607451.1
OG0009022 >XP_004604737.1
OG0009023 >XP_004618191.1
OG0009024 >XP_004616048.1
OG0009025 >XP_004607450.1
OG0009026 >XP_004609078.1
OG0009027 >XP_004604676.1
OG0009028 >XP_004613489.1
OG0009029 >XP_004609031.1
OG0009030 >XP_004608661.1
OG0009031 >XP_004604677.1
OG0009032 >XP_004610491.1
OG0009033 >XP_004618153.1
OG0009034 >XP_004604453.1
OG0009035 >XP_012788675.1
OG0009036 >XP_004618580.1
OG0009037 >XP_004610738.1
OG0009038 >XP_004612688.2
OG0009039 >XP_004612687.1
OG0009040 >XP_004621124.1
OG0009041 >XP_004600350.1
OG0009043 >XP_004621096.1
OG0009044 >XP_004618474.1
OG0009045 >XP_004613317.1
OG0009046 >XP_004606151.1
OG0009048 >XP_004607599.1
OG0009049 >XP_004612212.1
OG0009050 >XP_004604451.1
OG0009051 >XP_004610494.1
OG0009052 >XP_012787020.1
OG0009053 >XP_004612550.1
OG0009055 >XP_012791494.1
OG0009056 >XP_004607598.1
OG0009057 >XP_012789755.1
OG0009059 >XP_004610114.1
OG0009060 >XP_004609033.1
OG0009061 >XP_004615579.1
OG0009062 >XP_004609077.1
OG0009063 >XP_012790421.1
OG0009064 >XP_004600684.1
OG0009065 >XP_004610382.1
OG0009066 >XP_004612686.1
OG0009067 >XP_012787051.1
OG0009068 >XP_004610113.1
OG0009069 >XP_004610740.1
OG0009070 >XP_004604552.1
OG0009071 >XP_012787516.1
OG0009072 >XP_004617531.1
OG0009073 >XP_004603471.1
OG0009074 >XP_004613035.1
OG0009075 >XP_004603748.1
OG0009076 >XP_004602584.1
OG0009077 >XP_004614387.1
OG0009078 >XP_004604738.1
OG0009079 >XP_004616082.1
OG0009080 >XP_004618152.1
OG0009081 >XP_004615744.1
OG0009082 >XP_004603746.1
OG0009083 >XP_004610381.1
OG0009084 >XP_004606191.1
OG0009085 >XP_004614315.1
OG0009086 >XP_012791517.1
OG0009087 >XP_004609076.1
OG0009089 >XP_004614317.1
OG0009090 >XP_012789758.1
OG0009091 >XP_004609140.1
OG0009092 >XP_004621412.1
OG0009093 >XP_012789487.1
OG0009094 >XP_012787306.1
OG0009095 >XP_004618583.1
OG0009096 >XP_004618149.1
OG0009097 >XP_004616053.1
OG0009098 >XP_004613036.1
OG0009099 >XP_004604742.1
OG0009100 >XP_004603470.1
OG0009101 >XP_012790784.1
OG0009102 >XP_012788531.1
OG0009103 >XP_004613017.2
OG0009105 >XP_004616083.1
OG0009107 >XP_004617128.1
OG0009108 >XP_004613281.2
OG0009109 >XP_004614458.1
OG0009110 >XP_004618584.1
OG0009111 >XP_004614318.1
OG0009112 >XP_004608925.1
OG0009113 >XP_012789687.1
OG0009114 >XP_004607065.1
OG0009115 >XP_004604554.1
OG0009116 >XP_012790783.1
OG0009117 >XP_004618477.1
OG0009118 >XP_004615701.1
OG0009119 >XP_004609034.1
OG0009120 >XP_004614388.1
OG0009121 >XP_004620789.1
OG0009122 >XP_012787297.1
OG0009123 >XP_004602401.1
OG0009124 >XP_004608660.1
OG0009125 >XP_004621413.1
OG0009126 >XP_004600986.1
OG0009127 >XP_004608924.1
OG0009129 >XP_004618478.1
OG0009131 >XP_004617118.1
OG0009132 >XP_012787422.1
OG0009133 >XP_004610743.1
OG0009134 >XP_012789110.1
OG0009135 >XP_004600985.1
OG0009136 >XP_004610744.1
OG0009138 >XP_004604228.1
OG0009139 >XP_004600984.2
OG0009140 >XP_004601767.1
OG0009142 >XP_004616246.1
OG0009143 >XP_004604227.1
OG0009144 >XP_012789686.1
OG0009145 >XP_012790408.1
OG0009146 >XP_012788685.1
OG0009148 >XP_004605104.1
OG0009149 >XP_004610450.1
OG0009150 >XP_004604226.1
OG0009151 >XP_004618147.1
OG0009152 >XP_012791496.1
OG0009153 >XP_004614460.1
OG0009154 >XP_004610551.2
OG0009156 >XP_004614461.1
OG0009158 >XP_004615679.1
OG0009160 >XP_004608877.1
OG0009162 >XP_012790355.1
OG0009163 >XP_004612683.1
OG0009164 >XP_004612682.1
OG0009165 >XP_004615591.1
OG0009167 >XP_004600357.1
OG0009168 >XP_012790426.1
OG0009169 >XP_004614462.1
OG0009171 >XP_004618144.1
OG0009172 >XP_004608879.1
OG0009174 >XP_004617117.1
OG0009175 >XP_004607067.1
OG0009176 >XP_004615421.1
OG0009177 >XP_004620787.1
OG0009179 >XP_004612681.1
OG0009180 >XP_004611692.1
OG0009181 >XP_004620840.1
OG0009182 >XP_004616085.1
OG0009183 >XP_004621416.1
OG0009184 >XP_004608658.1
OG0009185 >XP_004612546.1
OG0009186 >XP_004613037.1
OG0009188 >XP_004618588.1
OG0009191 >XP_012788218.1
OG0009192 >XP_004602063.1
OG0009193 >XP_012787454.1
OG0009194 >XP_004605105.1
OG0009195 >XP_012790409.1
OG0009196 >XP_004605290.2
OG0009197 >XP_004605012.1
OG0009198 >XP_004607433.1
OG0009199 >XP_004614321.1
OG0009200 >XP_004612170.1
OG0009201 >XP_012787094.1
OG0009202 >XP_004610692.1
OG0009203 >XP_004604559.1
OG0009204 >XP_004618592.1
OG0009205 >XP_012787451.1
OG0009206 >XP_004618189.2
OG0009207 >XP_004603745.1
OG0009208 >XP_012787360.1
OG0009209 >XP_004618142.1
OG0009210 >XP_004617470.1
OG0009212 >XP_004605288.1
OG0009213 >XP_004601773.1
OG0009214 >XP_004618141.1
OG0009215 >XP_004600675.1
OG0009216 >XP_004602496.1
OG0009218 >XP_004605011.1
OG0009219 >XP_012789736.1
OG0009220 >XP_004618484.1
OG0009222 >XP_004618140.1
OG0009223 >XP_004618139.1
OG0009224 >XP_004600674.1
OG0009225 >XP_004608922.1
OG0009226 >XP_004605287.1
OG0009227 >XP_004613305.1
OG0009228 >XP_004604753.1
OG0009229 >XP_004607432.1
OG0009230 >XP_004604682.1
OG0009231 >XP_004610691.1
OG0009232 >XP_004607431.1
OG0009233 >XP_004613018.1
OG0009234 >XP_004616086.1
OG0009235 >XP_004614391.1
OG0009236 >XP_004616054.1
OG0009237 >XP_004614325.1
OG0009238 >XP_004618593.1
OG0009239 >XP_012788010.1
OG0009240 >XP_012790301.1
OG0009241 >XP_004605010.1
OG0009242 >XP_012791005.1
OG0009243 >XP_004613449.1
OG0009244 >XP_004615747.1
OG0009245 >XP_004603350.1
OG0009246 >XP_004614490.1
OG0009248 >XP_012787512.1
OG0009249 >XP_012787965.1
OG0009250 >XP_004617530.1
OG0009251 >XP_004602651.1
OG0009252 >XP_004620929.1
OG0009253 >XP_004615706.1
OG0009254 >XP_004608881.1
OG0009255 >XP_004618485.1
OG0009256 >XP_004604560.1
OG0009257 >XP_012787513.1
OG0009258 >XP_004606143.1
OG0009259 >XP_004616055.1
OG0009260 >XP_004614392.2
OG0009261 >XP_004611688.1
OG0009262 >XP_004617529.1
OG0009263 >XP_004605008.1
OG0009264 >XP_004607914.1
OG0009265 >XP_004618488.1
OG0009266 >XP_004621414.1
OG0009267 >XP_004606142.2
OG0009268 >XP_004618489.1
OG0009269 >XP_004612215.1
OG0009270 >XP_004607685.1
OG0009271 >XP_004605007.1
OG0009272 >XP_004610747.1
OG0009273 >XP_004619080.1
OG0009274 >XP_004610748.1
OG0009276 >XP_004604683.1
OG0009277 >XP_004619081.1
OG0009278 >XP_004600672.1
OG0009279 >XP_004603744.1
OG0009280 >XP_004613450.1
OG0009281 >XP_004613229.1
OG0009282 >XP_004605282.1
OG0009283 >XP_004618184.1
OG0009284 >XP_004604756.1
OG0009285 >XP_004600671.1
OG0009286 >XP_004618594.1
OG0009287 >XP_004610553.1
OG0009288 >XP_004613453.1
OG0009289 >XP_012790410.1
OG0009290 >XP_004604562.1
OG0009291 >XP_004604216.1
OG0009292 >XP_004604758.1
OG0009293 >XP_004618183.1
OG0009294 >XP_004618596.1
OG0009295 >XP_004608018.1
OG0009296 >XP_004615598.1
OG0009297 >XP_004606140.1
OG0009298 >XP_004617527.1
OG0009299 >XP_004612680.1
OG0009301 >XP_004603354.1
OG0009302 >XP_004615752.1
OG0009304 >XP_004618182.1
OG0009305 >XP_004618597.1
OG0009306 >XP_012789866.1
OG0009307 >XP_004605685.1
OG0009308 >XP_004617469.1
OG0009309 >XP_004605006.1
OG0009310 >XP_004618599.1
OG0009311 >XP_012787903.1
OG0009312 >XP_004605005.1
OG0009313 >XP_004618137.1
OG0009314 >XP_004607303.1
OG0009315 >XP_004617115.1
OG0009316 >XP_004603618.1
OG0009317 >XP_004614466.1
OG0009318 >XP_004615599.1
OG0009319 >XP_004610687.1
OG0009320 >XP_012787053.1
OG0009321 >XP_004614493.1
OG0009322 >XP_004605226.1
OG0009323 >XP_004615709.1
OG0009324 >XP_004605225.1
OG0009325 >XP_004601779.1
OG0009326 >XP_004615710.1
OG0009327 >XP_004600669.1
OG0009328 >XP_004618181.1
OG0009329 >XP_004615600.1
OG0009330 >XP_004613307.1
OG0009331 >XP_004616056.1
OG0009332 >XP_004610524.1
OG0009333 >XP_012788196.1
OG0009335 >XP_004615602.1
OG0009336 >XP_004620975.1
OG0009337 >XP_004604566.1
OG0009338 >XP_004613455.1
OG0009340 >XP_012787514.1
OG0009341 >XP_004618600.1
OG0009342 >XP_004604147.1
OG0009343 >XP_012787437.1
OG0009344 >XP_004603613.2
OG0009345 >XP_012789229.1
OG0009346 >XP_004620974.1
OG0009347 >XP_004606810.1
OG0009348 >XP_004604567.1
OG0009349 >XP_004606885.1
OG0009350 >XP_004610751.1
OG0009351 >XP_012789434.1
OG0009352 >XP_004604213.1
OG0009353 >XP_004600667.1
OG0009354 >XP_004618134.1
OG0009355 >XP_012790981.1
OG0009356 >XP_004605687.1
OG0009357 >XP_004621027.1
OG0009358 >XP_012787394.1
OG0009359 >XP_004601780.1
OG0009360 >XP_004606190.1
OG0009361 >XP_004612177.1
OG0009362 >XP_004605632.1
OG0009363 >XP_012788640.1
OG0009364 >XP_004609068.1
OG0009365 >XP_004618601.1
OG0009366 >XP_012789770.1
OG0009367 >XP_004621028.1
OG0009368 >XP_004620830.1
OG0009369 >XP_004600664.1
OG0009370 >XP_004613456.1
OG0009371 >XP_004605003.1
OG0009372 >XP_004600663.1
OG0009373 >XP_004605002.2
OG0009374 >XP_004616090.1
OG0009375 >XP_004603464.1
OG0009376 >XP_004610523.1
OG0009377 >XP_004615266.1
OG0009378 >XP_012787182.1
OG0009379 >XP_004617125.1
OG0009381 >XP_004607917.1
OG0009382 >XP_004606136.1
OG0009384 >XP_004618133.1
OG0009385 >XP_004618494.1
OG0009386 >XP_004605001.1
OG0009387 >XP_004620971.1
OG0009388 >XP_004615756.1
OG0009389 >XP_004603788.1
OG0009391 >XP_012787308.1
OG0009392 >XP_004618603.1
OG0009393 >XP_012787355.1
OG0009394 >XP_004606135.1
OG0009395 >XP_004622786.1
OG0009396 >XP_004621037.1
OG0009397 >XP_004615267.1
OG0009399 >XP_004621038.1
OG0009401 >XP_004620941.1
OG0009402 >XP_004607123.1
OG0009403 >XP_004620829.1
OG0009404 >XP_004621039.1
OG0009405 >XP_004615172.1
OG0009406 >XP_004618180.1
OG0009408 >XP_012789771.1
OG0009409 >XP_004620768.1
OG0009410 >XP_004605110.1
OG0009411 >XP_004617468.1
OG0009413 >XP_012787204.1
OG0009414 >XP_004617467.1
OG0009415 >XP_004607918.1
OG0009416 >XP_004620767.1
OG0009417 >XP_004610684.1
OG0009418 >XP_004620942.1
OG0009419 >XP_004614495.1
OG0009420 >XP_004620765.1
OG0009421 >XP_004616057.1
OG0009423 >XP_004618495.1
OG0009424 >XP_004604428.1
OG0009425 >XP_004618496.1
OG0009426 >XP_004604762.1
OG0009427 >XP_004618498.1
OG0009428 >XP_004617466.1
OG0009429 >XP_004613460.2
OG0009431 >XP_012787795.1
OG0009432 >XP_004605236.1
OG0009433 >XP_012789087.1
OG0009434 >XP_004618501.1
OG0009435 >XP_004620827.1
OG0009437 >XP_004620970.2
OG0009438 >XP_012789833.1
OG0009439 >XP_004615173.1
OG0009440 >XP_004614328.1
OG0009441 >XP_004615609.1
OG0009443 >XP_004612181.1
OG0009444 >XP_012787203.1
OG0009445 >XP_004600659.1
OG0009446 >XP_004603460.1
OG0009448 >XP_004607005.1
OG0009449 >XP_004610518.1
OG0009450 >XP_004604764.1
OG0009451 >XP_004621048.1
OG0009453 >XP_004604427.1
OG0009455 >XP_004618177.1
OG0009456 >XP_004615611.1
OG0009457 >XP_004610516.1
OG0009458 >XP_004605634.1
OG0009459 >XP_004618504.1
OG0009460 >XP_012791037.1
OG0009461 >XP_004612675.1
OG0009462 >XP_004606130.1
OG0009463 >XP_012790418.1
OG0009464 >XP_012790178.1
OG0009465 >XP_004606128.1
OG0009466 >XP_004615715.1
OG0009467 >XP_004615272.1
OG0009468 >XP_004614930.1
OG0009469 >XP_004618125.1
OG0009470 >XP_004620967.2
OG0009471 >XP_012787353.1
OG0009472 >XP_004612185.1
OG0009473 >XP_004616060.1
OG0009474 >XP_004606935.1
OG0009475 >XP_004604994.1
OG0009476 >XP_004615274.1
OG0009477 >XP_004615613.1
OG0009478 >XP_004604208.1
OG0009479 >XP_004610511.1
OG0009480 >XP_004614929.1
OG0009481 >XP_004617996.1
OG0009482 >XP_004607921.1
OG0009484 >XP_004613023.1
OG0009485 >XP_004615276.1
OG0009486 >XP_004606129.1
OG0009487 >XP_004604298.1
OG0009489 >XP_004607922.1
OG0009490 >XP_004610877.1
OG0009491 >XP_004613463.1
OG0009492 >XP_004614842.1
OG0009493 >XP_004606807.1
OG0009494 >XP_004615760.1
OG0009495 >XP_004616061.1
OG0009496 >XP_004613464.1
OG0009497 >XP_012787180.1
OG0009498 >XP_004618124.1
OG0009499 >XP_004615174.1
OG0009500 >XP_012790412.1
OG0009502 >XP_012788394.1
OG0009503 >XP_004611383.1
OG0009504 >XP_012787179.1
OG0009505 >XP_004601789.1
OG0009506 >XP_004618965.1
OG0009507 >XP_004616093.1
OG0009508 >XP_004612539.1
OG0009509 >XP_004613155.1
OG0009510 >XP_012789489.1
OG0009511 >XP_004615615.1
OG0009512 >XP_004618506.1
OG0009513 >XP_004615175.2
OG0009514 >XP_004612538.1
OG0009515 >XP_004615716.1
OG0009516 >XP_012789653.1
OG0009518 >XP_012787771.1
OG0009519 >XP_004602649.1
OG0009520 >XP_004617522.1
OG0009521 >XP_012787794.1
OG0009522 >XP_004621055.1
OG0009524 >XP_004610679.1
OG0009525 >XP_004603357.1
OG0009526 >XP_004600658.1
OG0009527 >XP_004604057.1
OG0009529 >XP_012787432.1
OG0009530 >XP_004600967.1
OG0009531 >XP_004613122.1
OG0009532 >XP_004612534.1
OG0009533 >XP_004618514.1
OG0009534 >XP_012790973.1
OG0009535 >XP_012789085.1
OG0009536 >XP_004604302.1
OG0009537 >XP_004610678.1
OG0009538 >XP_004604986.1
OG0009539 >XP_004615717.1
OG0009540 >XP_012790342.1
OG0009541 >XP_012787380.1
OG0009542 >XP_004611780.1
OG0009543 >XP_004615764.2
OG0009544 >XP_004618119.1
OG0009545 >XP_004620750.1
OG0009546 >XP_012788319.1
OG0009547 >XP_004600656.1
OG0009549 >XP_012790302.1
OG0009550 >XP_004609067.1
OG0009551 >XP_004603456.1
OG0009552 >XP_004617113.2
OG0009553 >XP_004615765.1
OG0009554 >XP_004609066.1
OG0009555 >XP_004618176.1
OG0009556 >XP_004620816.1
OG0009558 >XP_004602489.1
OG0009559 >XP_004605272.1
OG0009560 >XP_004600653.1
OG0009561 >XP_004601791.1
OG0009562 >XP_004603742.1
OG0009563 >XP_004612188.1
OG0009564 >XP_004613042.1
OG0009565 >XP_012789034.1
OG0009567 >XP_012788112.1
OG0009568 >XP_012787805.1
OG0009569 >XP_004606879.1
OG0009570 >XP_004614472.1
OG0009571 >XP_004610509.1
OG0009572 >XP_004616094.1
OG0009573 >XP_004615285.1
OG0009574 >XP_004603741.1
OG0009575 >XP_004611784.1
OG0009576 >XP_012789732.1
OG0009577 >XP_012787201.1
OG0009578 >XP_004609133.1
OG0009579 >XP_012789745.1
OG0009580 >XP_004610675.1
OG0009583 >XP_004615621.1
OG0009584 >XP_012790338.1
OG0009585 >XP_004606109.1
OG0009586 >XP_004614498.2
OG0009587 >XP_004618920.1
OG0009588 >XP_004618115.1
OG0009589 >XP_004606805.1
OG0009590 >XP_004615286.1
OG0009591 >XP_012788819.1
OG0009592 >XP_012789834.1
OG0009593 >XP_004615287.1
OG0009594 >XP_004604058.1
OG0009595 >XP_004610508.1
OG0009596 >XP_004616417.1
OG0009597 >XP_004610673.1
OG0009598 >XP_004614955.1
OG0009599 >XP_004618174.1
OG0009600 >XP_004615178.1
OG0009601 >XP_004613475.1
OG0009602 >XP_004615624.1
OG0009603 >XP_004614473.1
OG0009604 >XP_004603451.1
OG0009606 >XP_004602648.1
OG0009607 >XP_004606999.1
OG0009608 >XP_004600965.1
OG0009609 >XP_004614956.1
OG0009610 >XP_004606108.1
OG0009611 >XP_004615719.1
OG0009612 >XP_004613312.1
OG0009613 >XP_004621057.1
OG0009614 >XP_004600650.1
OG0009615 >XP_004611886.1
OG0009616 >XP_004613476.1
OG0009617 >XP_004600964.1
OG0009618 >XP_004616471.1
OG0009619 >XP_004606928.1
OG0009620 >XP_004607925.1
OG0009621 >XP_004615768.1
OG0009622 >XP_004600963.1
OG0009623 >XP_004611887.1
OG0009624 >XP_004606927.1
OG0009625 >XP_004615392.1
OG0009626 >XP_004610671.1
OG0009627 >XP_004600648.1
OG0009629 >XP_004612190.1
OG0009630 >XP_004615627.1
OG0009631 >XP_004613477.1
OG0009632 >XP_004612223.1
OG0009634 >XP_004601793.1
OG0009635 >XP_004618517.1
OG0009636 >XP_004614844.1
OG0009637 >XP_004618612.1
OG0009638 >XP_012788820.1
OG0009639 >XP_004615628.1
OG0009640 >XP_004618519.1
OG0009641 >XP_004600962.1
OG0009643 >XP_012787421.1
OG0009645 >XP_012787864.1
OG0009646 >XP_004615290.1
OG0009647 >XP_004613126.1
OG0009648 >XP_004612532.1
OG0009650 >XP_012789082.1
OG0009651 >XP_004607119.1
OG0009652 >XP_004615179.2
OG0009655 >XP_004618112.1
OG0009656 >XP_004609063.1
OG0009657 >XP_004614477.1
OG0009658 >XP_004614832.1
OG0009659 >XP_004612277.1
OG0009660 >XP_004615296.1
OG0009661 >XP_004620817.1
OG0009662 >XP_004621446.1
OG0009663 >XP_004600644.1
OG0009664 >XP_012787200.1
OG0009665 >XP_004612276.1
OG0009667 >XP_004606926.1
OG0009668 >XP_004607928.1
OG0009669 >XP_004602486.1
OG0009670 >XP_004620751.1
OG0009671 >XP_004602485.1
OG0009672 >XP_004621881.1
OG0009673 >XP_004604199.1
OG0009674 >XP_004603361.1
OG0009675 >XP_004616096.1
OG0009676 >XP_004613478.1
OG0009677 >XP_004607294.1
OG0009678 >XP_004603738.1
OG0009679 >XP_004611387.1
OG0009680 >XP_004615769.1
OG0009681 >XP_012790980.1
OG0009682 >XP_012791236.1
OG0009683 >XP_004611388.1
OG0009684 >XP_004618524.1
OG0009685 >XP_012788922.1
OG0009686 >XP_004604200.1
OG0009687 >XP_004600643.1
OG0009688 >XP_004602084.1
OG0009689 >XP_004600641.1
OG0009690 >XP_004613313.1
OG0009691 >XP_004614829.1
OG0009692 >XP_004618614.1
OG0009693 >XP_004600640.1
OG0009694 >XP_004614846.1
OG0009695 >XP_004600268.1
OG0009696 >XP_004604980.1
OG0009697 >XP_004614962.1
OG0009698 >XP_004605122.1
OG0009699 >XP_004600269.1
OG0009700 >XP_004620755.1
OG0009701 >XP_004606107.1
OG0009702 >XP_004610670.1
OG0009703 >XP_004604772.1
OG0009704 >XP_004603362.2
OG0009705 >XP_004604198.1
OG0009706 >XP_004619100.1
OG0009707 >XP_004614847.1
OG0009708 >XP_012787917.1
OG0009709 >XP_004621063.1
OG0009710 >XP_004618527.1
OG0009711 >XP_012789765.1
OG0009712 >XP_004604197.1
OG0009713 >XP_004621886.1
OG0009714 >XP_004604774.1
OG0009715 >XP_004615298.1
OG0009716 >XP_004610361.1
OG0009717 >XP_004601739.1
OG0009719 >XP_004617110.1
OG0009720 >XP_004606998.1
OG0009721 >XP_004620757.1
OG0009722 >XP_012788821.1
OG0009723 >XP_004601855.1
OG0009724 >XP_004604196.1
OG0009725 >XP_004621879.1
OG0009726 >XP_012788923.1
OG0009727 >XP_004615184.1
OG0009728 >XP_004617122.1
OG0009730 >XP_004621884.1
OG0009731 >XP_004620820.1
OG0009732 >XP_004604414.1
OG0009733 >XP_004619093.1
OG0009734 >XP_004616253.2
OG0009735 >XP_004616227.1
OG0009736 >XP_004613132.1
OG0009737 >XP_004615300.1
OG0009738 >XP_004609254.1
OG0009739 >XP_004604413.1
OG0009740 >XP_004619975.1
OG0009741 >XP_004607292.1
OG0009742 >XP_004616097.1
OG0009743 >XP_004600273.1
OG0009744 >XP_004604195.1
OG0009745 >XP_004615772.1
OG0009746 >XP_004603736.1
OG0009747 >XP_004607936.1
OG0009748 >XP_004619974.1
OG0009749 >XP_012789861.1
OG0009750 >XP_004609061.1
OG0009753 >XP_004600275.1
OG0009754 >XP_004617121.1
OG0009755 >XP_004619101.1
OG0009756 >XP_004614966.2
OG0009757 >XP_004620762.1
OG0009758 >XP_004602481.1
OG0009759 >XP_004605123.1
OG0009760 >XP_004618528.1
OG0009761 >XP_004606102.1
OG0009763 >XP_004618530.1
OG0009764 >XP_004619095.1
OG0009765 >XP_004619712.1
OG0009766 >XP_004606876.1
OG0009767 >XP_004609253.1
OG0009768 >XP_004612865.1
OG0009769 >XP_004619278.1
OG0009770 >XP_004611892.1
OG0009771 >XP_004615301.1
OG0009772 >XP_012790979.1
OG0009773 >XP_004611785.2
OG0009774 >XP_004619219.1
OG0009775 >XP_004604978.1
OG0009776 >XP_012790704.1
OG0009777 >XP_004605271.1
OG0009778 >XP_004611893.1
OG0009780 >XP_004618616.1
OG0009781 >XP_004600635.1
OG0009782 >XP_004618531.1
OG0009783 >XP_004610945.1
OG0009784 >XP_004604976.1
OG0009785 >XP_004615773.1
OG0009786 >XP_004615720.1
OG0009787 >XP_012790606.1
OG0009788 >XP_004618617.1
OG0009789 >NP_001267607.1
OG0009791 >XP_004618618.1
OG0009792 >XP_004615185.1
OG0009793 >XP_004606995.1
OG0009794 >XP_004604975.1
OG0009795 >XP_004616405.1
OG0009796 >XP_004614971.1
OG0009797 >XP_004604969.1
OG0009798 >XP_004606924.1
OG0009799 >XP_004616404.1
OG0009800 >XP_004614972.1
OG0009802 >XP_004614973.1
OG0009803 >XP_004614852.1
OG0009804 >XP_004615774.1
OG0009805 >XP_012790703.1
OG0009806 >XP_004604063.1
OG0009807 >XP_004619970.1
OG0009808 >XP_004603732.1
OG0009809 >XP_004600956.1
OG0009810 >XP_004619969.1
OG0009811 >XP_004603447.1
OG0009812 >XP_004616403.1
OG0009813 >XP_004600955.1
OG0009814 >XP_004603446.1
OG0009815 >XP_004609719.1
OG0009816 >XP_012787791.1
OG0009817 >XP_004615302.1
OG0009818 >XP_004618532.1
OG0009819 >XP_012787198.1
OG0009821 >XP_004616464.1
OG0009822 >XP_004609251.1
OG0009823 >XP_004612324.1
OG0009824 >XP_004619102.1
OG0009825 >XP_004609486.1
OG0009826 >XP_004611391.1
