sample_HFS308	sample_HFS309	sample_HFS310	sample_HFS311	sample_HFS312
SPRR4	0	0	0	0	0
SPRTN	4.60203	4.25244	5.05367	4.91961	4.39573
SPRY2	41.3211	35.0537	38.9002	44.8781	41.6614
SPRY3	3.0097	4.75117	3.0183	5.01005	2.53966
SPRY4	8.27673	11.199	10.6649	9.50013	10.1164
SPRYD3	257.301	257.349	272.89	271.831	282.368
SPRYD4	15.1914	23.9868	22.0247	20.1574	18.7356
SPRYD7	47.1091	54.5854	58.5489	53.7444	57.8976
SPSB1	27.3229	21.8415	25.6391	20.2862	23.2269
SPSB2	7.83255	11.8422	5.88171	6.82383	5.26173
SPSB3	139.301	172.989	151.823	122.526	136.075
SPSB4	15.7178	13.806	10.438	13.9707	15.5071
SPTA1	0.450461	0.367709	0.558782	1.06604	0.884101
SPTAN1	159.3693	203.2882	160.5346	176.1442	189.42396
SPTB	43.3116	46.3424	47.7487	48.0269	50.7752
SPTBN1	116.422	132.921	132.166	116.082	140.105
SPTBN2	49.3785	40.815	38.8774	38.9308	50.3402
SPTBN4	53.312	55.0451	45.9279	46.5349	51.5889
SPTLC1	7.73871	10.617	8.46695	12.0722	9.925
SPTLC2	8.20096	7.67444	8.70101	12.6305	8.60502
SPTLC3	0.137954	0.867141	2.40777	0.407189	0.0455067
SPTSSA	117.43	173.399	190.482	142.917	134.701
SPTSSB	21.3177	11.8816	20.0138	17.8055	18.476
SPTY2D1	4.17178	4.129	4.38893	5.0495	2.85954
SPZ1	0	0	0	0	0
SQLE	48.4775	48.4861	41.4374	51.4384	49.3311
SQRDL	11.3687	9.80688	13.3024	12.0091	11.7053
SQSTM1	285.993	356.035	269.275	216.274	258.511
SRA1	82.2969	74.4518	75.5744	84.707	83.5026
SRBD1	5.51683	4.15894	5.38268	4.31805	5.61462
SRC	65.5653	86.4953	69.5383	63.524	66.807
SRCAP	17.5133	21.2425	19.0575	20.7916	21.7019
SRCIN1	33.2344	34.7299	31.6069	37.6714	34.1955
SRD5A1	34.6612	44.8297	38.0046	30.6451	32.8771
SRD5A2	0.374182	0.777344	0.773116	0.137971	0.491846
SRD5A3	6.00648	7.09976	7.16896	6.64777	8.62638
SREBF1	38.3499	30.9671	32.5557	27.4495	31.7142
SREBF2	94.7442	106.894	82.2841	97.6103	105.908
SREK1	17.1377	20.3343	21.3807	21.5937	25.181
SREK1IP1	11.137	10.9357	11.2422	8.20351	8.95305
SRF	23.2389	23.1169	18.8374	18.7759	21.9719
SRFBP1	5.74679	6.92319	6.81134	7.40905	6.4845
SRGAP1	6.037626	3.81864	6.08982	7.02961	4.71754
SRGAP2	22.682103	26.757365	23.4759	25.509434	28.62203
SRGAP3	75.898	77.5919	60.0152	63.4957	68.5079
SRGN	17.5932	7.32888	15.7901	21.5577	10.3916
SRI	55.1048	50.8103	57.5825	57.06	71.5244
SRL	4.52252	6.62357	8.49156	5.39362	5.5052
SRMS	1.55092	0.992225	1.50056	3.5702	2.10511
SRP14	444.393	469.627	407.901	450.041	412.134
SRP19	262.249	294.535	290.093	299.109	283.755
SRP54	15.4614	16.6327	19.3931	22.2812	21.3203
SRP68	78.0876	84.2478	84.051	92.512	86.2348
SRP72	29.2792	32.6182	35.1859	35.1633	38.449
SRP9	75.3815	69.22	110.598	78.0875	76.6005
SRPK1	5.72528	7.14585	7.14785	7.56368	7.92048
SRPK2	24.2137	28.2283	26.3699	29.8566	28.7535
SRPK3	64.3293	77.2643	66.7182	64.6476	64.6435
SRPR	53.14933	65.512405	64.4177	66.20893	65.315977
SRPRB	49.8113	73.5285	71.1565	67.2523	52.3258
SRPX	2.26881	3.6036	1.52693	2.4253	2.21877
SRPX2	0.17987	0.075249	0.0924466	0.332017	0.296472
SRR	22.6743	28.1041	37.0533	33.2509	29.8309
SRRD	33.7376	35.655	14.7984	18.1231	23.9472
SRRM1	18.668514	22.243471	22.51795	22.77371	23.4815
SRRM2	92.9418	110.331	78.5035	98.2144	96.9536
SRRM3	48.5527	52.0305	41.8043	44.489	46.3901
SRRM4	8.20458	11.1659	7.70805	6.47229	6.78818
SRRT	36.591	53.8615	45.4073	55.9476	51.2414
SRSF1	40.3863	47.2884	41.7729	44.031	44.8659
SRSF10	25.6892131041	25.097599	29.353526	30.45989	30.50919
SRSF11	43.5737	54.3111	46.5258	48.8312	53.6719
SRSF12	14.4622	18.9804	19.4716	21.0525	18.2521
SRSF2	85.7474	111.816	65.8591	63.9586	76.8942
SRSF3	197.409	232.616	244.24	214.206	232.908
SRSF4	69.5716	74.9592	65.0416	87.7003	90.8435
SRSF5	115.2958	106.1259	112.1974	96.521	106.947
SRSF6	182.55	234.931	224.624	216.234	224.484
SRSF7	68.2316	91.8377	68.5621	90.0357	81.4867
SRSF9	60.2964	55.8278	62.8766	64.1533	58.6943
SRXN1	114.798	132.795	118.748	101.39	112.902
SS18	10.53206	8.732027	11.32534	9.24228	9.40115
SS18L1	28.1973	32.8561	29.5711	31.5244	33.6005
SS18L2	399.676	427.118	426.753	372.058	422.553
SSB	40.2151	43.127	41.2269	48.4567	44.2091
SSBP1	91.2505	75.4948	89.3421	96.053	104.358
SSBP2	24.95906	37.9305860230748	32.391912	31.808709	31.073641
SSBP3	164.801	123.802	137.638	144.643	143.392
SSBP4	11.8265	14.5218	10.7428	10.9659	10.5405
SSC4D	0.129229	0.162516	0.0663211	0.143021	0.0426345
SSC5D	10.1114	12.3925	9.17804	8.14553	8.49237
SSFA2	23.6322	19.265	22.832299	20.396499	22.6175
SSH1	5.051	6.36841	4.74351	5.01217	5.0257
SSH2	1.26202	2.04446	1.93839	2.22179	1.5132
SSH3	22.1958	20.0026	16.4899	12.0003	18.2507
SSMEM1	0	0	0	0	0.260422
SSR1	87.7851	103.69	94.4886	110.018	103.66
SSR2	222.872	165.396	206.057	202.778	172.968
SSR3	184.683	180.904	161.736	201.179	181.381
SSR4	192.033	187.471	184.778	188.589	190.22
SSRP1	76.8961	99.0065	76.2058	89.2868	88.1348
SSSCA1	367.641	440.497	384.126	455.432	508.282
SST	90.5736	107.389	55.7929	72.0705	91.9764
SSTR1	7.91376	8.00643	7.71297	8.53743	10.9794
SSTR2	20.0923	35.0066	35.7762	30.2393	22.519
SSTR3	31.9345	53.0102	18.0177	17.2488	22.0593
SSTR4	0	0	0	0	0
SSTR5	0.797032	1.14105	1.05484	0.504758	0.900151
SSU72	171.492	227.128	179.621	168.755	156.625
SSX2IP	5.98471	12.4092	10.8983	12.2972	11.8043
ST13	132.968	126.695	128.57	137.124	143.521
ST14	0.339564	0.0712977	0.217554	0.312975	0.336318
ST18	4.21318	1.43329	2.70648	4.68338	3.15818
ST3GAL1	18.3055	16.3105	12.8668	18.6509	10.4403
ST3GAL2	52.5539	47.4392	45.841	44.9457	45.0325
ST3GAL3	170.91956	120.134037	152.451796	145.109488	149.983142
ST3GAL4	19.83973	20.75583	23.67258	18.20018	26.4231
ST3GAL5	55.2389	39.3313	45.2919	47.9257	45.6579
ST3GAL6	7.4727	5.93365	6.22457	8.94083	6.23549
ST5	12.56145	13.53404	11.792659	9.979501	10.94732
ST6GAL1	6.92471	9.5118	8.85139	8.0365	6.38985
ST6GAL2	0.933992	2.107	0.590194	1.27247	0.521345
ST6GALNAC1	0	0	0	0	0
ST6GALNAC2	0.211032	0	0.217122	0	0.0695327
ST6GALNAC3	20.3091	17.0567	27.9083	31.1629	19.7034
ST6GALNAC4	70.1129	80.2736	82.2247	55.4556	51.9029
ST6GALNAC5	5.23378	7.07052	6.16092	8.28888	5.08823
ST6GALNAC6	308.705	341.672	305.923	271.105	306.615
ST7	15.39399	15.02057	16.690434	13.8741441674	16.4077691
ST7L	6.07093	7.73829	5.20891	3.81157	5.985254
ST8SIA1	15.8265	15.0731	14.3632	20.2705	16.2946
ST8SIA2	1.46261	2.3574	1.71968	1.23469	1.44579
ST8SIA3	9.8047	19.3258	10.7706	12.2894	13.3558
ST8SIA4	2.60049	5.94092	1.9352	3.40571	3.732
ST8SIA5	13.65164	12.60573556	12.77941	12.7701700219714	15.85672
ST8SIA6	1.14985	1.02731	0.866102	1.58418	0.960661
STAB1	1.28766	1.4919	1.23943	1.45588	1.73578
STAB2	0.0447718	0.0753706	0.0305481	0.0769698	0.0295883
STAC	0.966109	6.46334	2.28499	2.311594	1.27365
STAC2	92.1435	68.7432	76.7277	72.2922	68.0552
STAC3	1.38124	1.05726	0.949086	0.680373	2.80562
STAG1	5.219412	5.9079	6.08988	5.8494	4.84576
STAG2	10.7545	10.24425	10.20122	12.6592	8.93864
STAG3	0.0239178	0.140823	0.0734752	0.141014	0.205427
STAM	8.89822	13.787	10.7956	13.3305	11.6526
STAM2	8.57607	7.72513	8.87949	7.75278	8.10912
STAMBP	14.8721	20.9625	16.9831	17.5935	18.8094
STAMBPL1	10.6696	12.8573	9.02154	12.4533	12.7438
STAP1	0.168769	0	0.522459	0.373628	0.221788
STAP2	0.238888	0.299117	0	0.17653	0.314706
STAR	1.27074	2.24617	0.81861	0.82033	5.53589
STARD10	59.3924	52.5504	76.2482	62.6407	51.6954
STARD13	6.69675	4.78315	6.85971	8.05938	5.34356
STARD3	80.5682	77.5915	78.3204	70.9715	76.2955
STARD3NL	69.8122	67.8042	79.8884	78.6729	68.2699
STARD4	4.02096	8.14346	4.42429	7.22274	5.26883
STARD5	28.7637	22.2239	22.8333	26.4583	26.7875
STARD6	0.220711	0	0	0	0.144755
STARD7	49.3981	55.8161	52.8644	47.3359	58.4567
STARD8	0.933962	0.813013	0.478448	0.836018	0.969361
STARD9	0.657654	0.652369	0.784919	0.97427	0.864626
STAT1	13.5634	13.2852	19.3643	14.0311	22.1686
STAT2	13.9323	16.3113	14.628	19.5499	18.9565
STAT3	20.514141	27.672609	20.79177	28.29658	26.003207
STAT4	0.666051	0.344004	0.315283	0.529026	0.473487
STAT5B	46.5783	47.9443	37.9755	45.7591	47.4336
STAT6	9.60995	12.9045	9.67055	10.8744	9.38594
STAU1	34.4104	36.9834	41.6484	39.6166	45.6095
STAU2	50.2616	57.0158	47.7587	66.2453	63.7445
STBD1	2.16966	0.532335	0.920353	1.22634	1.26067
STC1	0.721686	1.47711	1.01738	1.66306	1.57835
STC2	7.36629	11.8153	6.03878	2.65452	3.00669
STEAP1	1.00482	0.419179	0.905646	0.649822	1.4889
STEAP2	0.470182	0.26251	1.69046	0.578406	0.982001
STEAP3	1.68102	2.43205	1.56964	3.21454	2.26795
STEAP4	0	0	0.084931	0.183055	0
STIL	0.274408	0.138446	0.28105	0.3236	0.235658
STIM1	31.260812	50.58869	34.834571	38.149843	39.993464
STIM2	9.77489	13.5225	10.5223	13.6578	10.9538
STIP1	198.29308	240.45074	211.691	291.077	244.581411
STK10	9.01553	6.48861	7.98932	6.12906	8.29646
STK11	92.0037	103.994	99.1028	83.9338	90.009
STK11IP	14.6344	26.7498	17.1886	10.0721	18.9596
STK16	126.449	125.483	131.455	123.226	125.408
STK17B	2.78406	1.99831	2.4515	3.17057	2.30829
STK19	28.1142	22.9118	33.0693	21.0139	30.2711
STK24	214.968	211.593	209.901	204.888	224.65
STK25	206.96545	190.08162	191.14543	187.12088	208.21027
STK26	1.18875	1.384894	1.50996	1.25269	0.971374
STK3	3.39729	2.05918	2.3752	3.04056	2.00268
STK31	0.238088	0.343025	0.209094	0.927714	0.314499
STK32A	2.76613	2.00761	14.5031	7.76148	5.59233
STK32B	5.84571	14.6025	12.7118	12.8799	13.3375
STK32C	79.3714	128.779	72.8411	60.6911	84.9644
STK33	0.0599654	0	0.184598	0	0.158291
STK35	15.2901	19.2182	13.5821	17.9249	13.6411
STK36	1.06008	1.86805	0.946014	0.756265	1.91976
STK38	11.6249	13.576	9.66735	14.6512	10.4834
STK38L	26.922	24.277	21.9424	25.8851	25.0961
STK39	23.9936	22.6589	32.9807	23.3534	27.3833
STK4	15.8279	15.0535	12.8192	19.5798	15.127
STK40	69.3009	62.61	75.7151	71.9315	76.4874
STKLD1	0.10862	0.0455701	0.055711	0.040059	0.143388
STMN1	1067.89	828.316	1050.75	1175.38	1090.79
STMN2	288.817	239.343	297.171	287.325	302.713
STMN3	1731.03	1631.9	1725.89	1780.89	1653.29
STMN4	497.15615	411.2341	609.1916	547.3318	589.6039
STMND1	0	0.28513	0.35391	0.632336	0.33795
STOM	5.21894	11.5213	18.9556	8.22703	6.61788
STOML1	92.8145	109.436	91.5767	89.47637	92.3811
STOML2	65.879702	70.979590296923	73.442446	77.75302	67.1795601
STOML3	0	0	0	0	0.227751
STON2	6.30946	2.56795	5.9846	8.46586	5.53811
STOX1	0.332153	0.961307	1.21024	0.136042	0.560578
STOX2	11.1449	13.3815	10.9584	11.5755	11.7114
STPG1	0.344059	0.38308	0	0.169475	0.151108
STPG2	0	0	0	0	0
STRA13	35.2112	42.1358	49.2916	22.4604	24.6929
STRA6	0.265627	0.178322	0.108985	0.0783683	0.245466
STRA8	0	0	0	0	0.400127
STRADA	56.24913	65.34394	45.93448	53.39075	66.1241
STRADB	7.55847	5.55681	7.46826	7.2617	6.82082
STRAP	107.049	118.656	116.418	111.201	118.013
STRBP	32.5544	36.0796	38.2047	40.0992	38.2041
STRC	0.112831	0.253181	0.192507	0.166282	0.211246
STRIP1	50.3531	57.0784	48.0771	54.1364	60.0484
STRIP2	6.07321	8.61885	5.36674	7.01046	5.86315
STRN	56.5705	36.6144	50.6691	53.7041	48.4055
STRN3	13.5693	12.1298	14.5954	12.8641	12.2148
STRN4	105.4965	136.3843	103.4643	117.8813	114.8298
STS	23.3374	15.0028	20.8401	13.6386	17.2873
STT3A	17.43057	16.23716	18.01878	20.89548	19.06942
STT3B	17.0493	20.1174	18.5764	22.9506	20.2282
STUB1	231.262	269.736	227.606	196.26	226.832
STX10	42.7451	61.1619	53.3541	48.267	46.4536
STX11	2.11168	1.88325	2.02164	3.00846	1.58803
STX12	46.4021	41.776	52.0357	39.2053	48.951
STX16	144.796	148.587	155.668	129.9	145.69
STX17	15.0825	8.90176	14.9427	7.46544	10.2161
STX18	64.1861	75.3289	62.4804	48.1858	58.2143
STX19	0.105049	0	0	0	0
STX1A	28.0572	74.8203	35.0724	39.832	45.2144
STX1B	253.429	238.121	245.573	282.715	324.505
STX2	6.88892	10.0696	4.21456	6.00346	7.9283
STX3	51.7132	60.5427	51.5976	41.4811	52.4079
STX4	112.043	85.1151	107.131	98.3524	84.6272
STX5	31.1136	32.1295	37.1771	37.1932	42.633878
STX6	97.3717	123.189	103.86	89.2641	105.515
STX7	18.8445	16.748	20.9196	19.7142	18.7785
STX8	54.1832	31.1308	45.8949	46.5441	45.6683
STXBP1	469.884	467.964	468.202	571.21	620.229
STXBP2	2.10115	1.91745	1.71235	1.50455	1.42731
STXBP3	12.7746	10.0467	13.5485	14.7905	12.4635
STXBP4	1.08241	2.15475	0.62505	1.59738	1.02658
STXBP5	9.42161	16.3982	10.237	13.6674	8.92758
STXBP5L	1.66815	2.084348	1.79548	1.77135	1.36997
STXBP6	10.9956	15.0323	17.6157	13.1729	14.2774
STYK1	0.828232	1.00081	1.3245	0.951313	1.03137
STYX	3.92589	4.5219	4.25766	4.23243	4.2651
STYXL1	0.277601	0.693821	0.715195	1.0253	2.64946
SUB1	486.474	639.746	703.66	591.019	605.256
SUCLA2	74.7137	79.6868	91.484	89.8714	89.5411
SUCLG1	195.524	190.15	180.652	209.798	197.505
SUCLG2	1.33894	1.27976	2.06518	2.33065	1.32391
SUCNR1	0.40064	0.556651	0.412833	0.394743	0
SUCO	12.3728	14.0169	12.682	13.2039	12.5777
SUDS3	76.1412	79.8496	67.5999	80.1303	77.3322
SUFU	7.03819	8.00076	8.15634	7.04485	6.39024
SUGCT	5.24711	5.78167	3.86488	5.42348	6.40045
SUGP1	31.8944	31.3346	32.3668	26.5707	30.4428
SUGP2	47.4338	54.6265	44.5992	49.6806	49.4538
SUGT1	45.6697	40.944	38.7339	61.3412	48.965
SULF1	7.13367	5.6933	6.5385	7.66397	11.2456
SULF2	21.7858	30.9838	27.7834	28.7311	30.4261
SULT1B1	0	0.117849	0	0	0.186205
SULT1C2	0	0	0	0	0
SULT1C4	3.00238	4.87402	2.16675	4.54759	2.07466
SULT2B1	1.1627	1.61635	1.1979	2.29181	2.21179
SULT4A1	528.768	495.476	489.06	527.643	545.427
SULT6B1	0	0	0	0	0
SUMF1	51.306	63.4214	47.9705	31.6413	43.6604
SUMF2	16.7094	23.1011	22.7606	21.9334	22.5804
SUMO1	94.84329	106.14008	107.09281	99.65592	100.83119
SUMO2	116.011	181.659	137.666	136.937	152.333
SUMO3	779.466	964.04	942.514	784.107	828.043
SUN1	15.1384	23.036	19.5195	18.2821	16.7478
SUN2	112.41579	85.9867	108.389067	118.051304	101.225
SUN3	0	0	0	0.433129	0.0772257
SUN5	0	0	0	0	0
SUOX	13.7632	18.3733	17.1646	11.6565	11.2815
SUPT16H	22.8033	27.5634	23.8732	26.328	25.453
SUPT20H	10.0448	15.1523	10.5215	10.7904	10.7338
SUPT3H	27.485	22.5517	29.8775	27.8929	22.3785
SUPT4H1	243.415	256.812	222.308	224.059	220.249
SUPT5H	65.3497	75.1343	64.9397	76.0398	73.1685
SUPT6H	41.4534	46.357	41.4685	47.3449	44.8219
SUPT7L	14.07281	24.3428	12.11264	19.38869	15.80676
SUPV3L1	21.5369	22.8543	19.8736	22.9105	22.0851
SURF1	23.9978	31.3698	21.1166	19.2728	20.6706
SURF2	34.7686	30.5923	27.8781	33.2402	31.1966
SURF4	63.9328	81.9606	75.0263	75.0449	83.6814
SURF6	43.6677	55.8517	30.6829	19.2055	28.4625
SUSD1	0.866327	1.05495	0.488462	0.670747	0.972424
SUSD2	6.67183	4.56541	6.48535	4.10146	6.48882
SUSD3	0.296983	0.247248	0	1.0971	0.488637
SUSD4	37.9227	52.3082	44.7939	56.2761	50.4045
SUSD5	2.14396	1.17746	1.05654	1.672	2.34134
SUSD6	27.1164	21.0042	26.141	20.7852	20.3385
SUV39H1	7.084	14.8959	10.5794	10.5803	11.1358
SUV39H2	2.36925	2.797404	1.427111	3.41431	2.359198
SUV420H1	12.52826	17.71183	16.03873	13.80006	14.54782
SUV420H2	13.8414	19.708	13.7802	10.5618	14.65
SUZ12	4.59225	6.20089	5.78454	5.04344	5.04154
SV2A	379.239	348.387	388.54	477.115	486.664
SV2B	32.3702	43.4455	44.851	31.6206	32.9359
SV2C	8.72081	8.38461	23.5087	15.6284	17.7367
SVBP	127.856	177.473	220.617	167.749	197.917
SVEP1	0.400994	0.199539	0.419589	0.248402	0.156623
SVIL	2.14604	1.97731	2.87899	2.17942	1.85909
SVOP	169.738	168.385	169.858	164.093	204.418
SVOPL	0	0	0	0	0
SWAP70	7.01668	7.00461	8.74619	8.81213	8.57269
SWI5	168.053	143.644	172.632	125.087	168.51
SWSAP1	8.22586	9.217	6.06397	8.92123	7.28045
SWT1	10.204	13.1291	11.4134	11.5241	11.6311
SYAP1	43.9093	33.6744	46.9272	37.7229	35.507
SYBU	37.69509	48.4948	40.7504	46.61813	42.14262
SYCE1	0	0	0.157496	0	0
SYCE2	5.20838	5.0975	7.94581	4.72756	7.18434
SYCE3	0	0	0	0	0
SYCN	0	0.421496	0	0	0
SYCP1	0	0.268483	0.400131	0.0261705	0.0937806
SYCP2	2.48264	3.70912	2.70487	4.26294	4.27473
SYDE1	5.3483	6.66065	6.22863	4.32695	6.05834
SYDE2	1.08116	0.62198	1.48623	0.880764	0.789375
SYF2	47.6225	47.1122	69.0856	57.4286	56.4118
SYK	2.023496	0.813588	0.549618	1.51498	1.394052
SYMPK	22.7238	26.8378	25.1712	24.9658	24.81
SYN1	108.3352	116.7499	118.2117	121.5852	145.3534
SYN2	145.436	199.188	163.961	158.453	166.312
SYN3	8.82146	4.62446	5.84491	8.64198	7.72027
SYNC	6.57218	5.63747	8.0693	6.44855	6.34301
SYNCRIP	34.11155	30.770908	31.077451	31.193814	28.776255
SYNDIG1	24.15	32.3994	29.6637	33.7392	21.271
SYNDIG1L	85.6229	131.321	99.2947	67.267	85.16
SYNE1	22.749	24.2873	21.6592	24.1116	29.1029
SYNE2	1.2838	1.83656	1.58054	1.37199	2.10168
SYNE3	4.60335	6.18752	4.32485	6.9806	5.28755
SYNE4	0	0	0	0	0.274485
SYNGAP1	23.9369	45.4616	27.3125	31.5999	28.081
SYNGR2	67.5487	73.6622	77.3334	61.5335	72.753
SYNGR3	218.455	290.146	260.402	232.468	293.039
SYNGR4	0.209756	0	0.21689	0	0.137616
SYNJ1	34.5483	39.7523	38.7125	42.1644	49.519
SYNJ2	5.85027	10.7382	7.22748	3.22922	5.71171
SYNM	34.2735	31.0814	36.5771	32.2581	37.8494
SYNPO	6.88209	9.2896	6.89866	8.1237	8.66758
SYNPO2	3.43504	8.21442	4.17769	2.33394	4.34349
SYNPO2L	0.500624	0.245283	0.513166	0.184565	0.661133
SYNPR	15.92432	18.11466	13.5883	22.57556	20.91069
SYNRG	21.7101	25.0564	21.4186	20.8044	21.9208
SYP	613.873	559.084	659.963	838.519	853.212
SYPL1	28.4673	19.0816	34.2655	36.274	32.2918
SYPL2	6.57468	4.51223	6.33698	5.66936	5.05176
SYS1	110.982	144.668	136.594	115.002	104.805
SYT1	252.12545	199.34956	225.21227	226.1875	260.6024
SYT10	5.45197	16.1894	16.9913	7.46378	7.7146
SYT11	187.752	182.951	208.109	249.51	257.064
SYT12	22.6116	28.9681	26.5166	29.9146	28.4779
SYT13	98.8431	109.585	81.202	114.433	114.732
SYT14	5.26345	6.7909	6.04072	5.81521	4.50307
SYT15	0	0.172367	0	0	0
SYT16	0.504458	0.338728	0.258679	0.0744099	0.432908
SYT17	86.4827	21.9615	48.1021	86.4959	98.853
SYT2	85.46763	53.3508	84.69118	74.9791	72.49077
SYT3	67.3681	63.8591	63.1476	71.7853	79.2849
SYT4	48.2636	63.2999	65.0751	77.2155	74.7709
SYT5	28.7717	64.3375	25.4545	37.7446	40.5778
SYT6	6.97708	12.5063	9.63132	12.2366	10.8869
SYT7	41.2388	38.3046	42.8107	39.1151	45.9041
SYT9	4.0447	7.12996	6.73036	3.39637	4.46264
SYTL1	0.834876	0.376909	0.856909	0.900278	0.508508
SYTL2	23.8201	15.0836	21.1139	23.5744	26.1093
SYTL3	0.208291	0.523687	0.62004	0.178304	0.412248
SYTL4	0.196261	0.12356	0.402526	0.144741	0.161953
SYTL5	4.71383	2.55831	3.12473	5.75868	3.08057
SYVN1	28.8054	45.0533	27.2523	39.4978	31.7217
SZRD1	95.3445	70.1494	102.713	93.0634	96.3417
SZT2	9.55378	10.5915	9.27239	9.0742	10.9046
T	0.0753795	0.252573	0	0	0.149162
TAAR1	0	0	0	0	0
TAAR5	0	0	0	0	0
TAB1	148.761	153.695	135.068	146.97	147.741
TAB2	22.6917	17.4039	21.7595	20.3954	18.4268
TAB3	2.69887	2.62979	2.76752	2.38131	1.87717
TAC1	66.601	255.227	123.313	174.169	147.827
TAC3	2.82271	97.7192	30.9412	32.7504	0
TAC4	0	0.321872	0	0	0
TACC1	17.6235	17.7606	16.9149	22.1568	16.6898
TACC2	39.5358	55.5828	37.1381	40.1313	43.275
TACC3	6.64068	5.56984	6.81399	6.73596	6.29979
TACR1	0.155445	1.36697	1.19755	1.66363	1.48661
TACR2	7.15476	14.7629	10.8206	9.28959	6.8573
TACR3	5.83875	6.4113	4.97061	4.71535	12.6307
TACSTD2	2.09263	1.09056	0.673808	0.386718	1.11943
TADA1	36.7847	34.5186	31.4558	37.4542	37.8655
TADA2A	31.1715	30.7892	31.8588	29.8406	32.8699
TADA2B	78.1003	76.2172	75.3073	78.6877	73.0075
TADA3	166.586	192.749	173.209	152.124	169.504
TAF1	9.200031	6.84873	8.16291	8.211819	8.1444
TAF10	93.5355	107.181	85.3544	73.2424	80.8798
TAF11	53.6757	60.657	46.2128	56.8072	53.7156
TAF12	8.236239	12.50202	10.898514	12.221151	11.492821
TAF13	89.3971	71.6513	89.8538	87.8354	79.0526
TAF15	39.0084	40.2834	41.2255	41.6893	38.4956
TAF1A	4.67366	7.45306	6.16322	3.38551	5.46535
TAF1B	10.4909	6.68975	11.9274	8.06444	10.2389
TAF1C	9.14365	9.02448	10.1948	7.25995	9.89687
TAF1D	4.74786	7.11223	7.52227	6.83751	6.17407
TAF2	5.09933	6.51441	4.76128	7.1017	6.49521
TAF3	12.0163	12.1397	11.526	9.78774	11.1248
TAF4	10.3848	11.8845	10.1908	11.8651	9.20069
TAF4B	1.23324	0.883883	1.344919	0.721996	0.934235
TAF5	6.94746	7.59582	4.49869	8.06533	7.32889
TAF5L	2.86268	4.06231	3.41661	4.60665	3.47005
TAF6	26.6055	33.8929	27.8049	28.6365	30.19
TAF6L	19.6605	21.194	16.9031	20.4397	19.9649
TAF7	15.4083	25.724	19.1865	17.5647	18.8037
TAF8	32.6973	37.0789	33.6904	29.3906	32.6356
TAF9	24.0065	37.4202	29.675	35.7219	31.0855
TAF9B	20.2205	21.9648	22.0271	21.6963	20.5964
TAGAP	0.260815	0.0875526	0	0.384732	0.103297
TAGLN	169.075	106.66	117.442	78.3784	124.108
TAGLN2	26.6289	24.6149	35.9821	32.3091	33.7808
TAGLN3	712.805	598.017	618.134	703.698	752.408
TAL1	14.2297	9.26671	11.1482	15.3025	11.265
TAL2	9.03954	9.51921	5.51597	2.18525	3.91896
TALDO1	188.612	219.44	197.85	232.066	223.702
TAMM41	89.5403	77.4184	80.6897	61.4145	73.3134
TANC1	4.2179	3.64989	5.01373	5.43875	3.94492
TANC2	6.70194	9.94051	7.04662	9.06948	9.08795
TANGO2	48.0164	37.8682	46.6361	54.8238000617544	43.0661
TANGO6	8.57885	6.57511	7.10841	7.48616	7.14564
TANK	2.04719	4.69218	4.94041	3.74589	3.28637
TAOK1	4.23337	3.58513	2.97756	3.67944	2.44148
TAOK2	33.81271	45.5333	34.95801	45.701858	43.661995
TAOK3	9.42795	11.8716	9.86625	12.0554	11.2487
TAP1	1.48274	2.24862	0.735687	1.79893	1.86302
TAP2	8.9806	4.5654	10.5265	8.70525	6.40242
TAPBP	19.2307	22.7113	20.504	23.8819	26.9027
TAPBPL	3.57565	5.91183	7.798	2.38232	7.13042
TAPT1	35.3868	38.4289	39.3364	33.5801	36.3242
TARBP1	4.97128	5.51906	4.04722	4.32326	4.07257
TARBP2	39.7932	49.1902	39.7958	35.9988	37.6863
TARDBP	70.3578	71.9129	69.4721	81.4652	76.5959
TARS	65.4168	68.3362	59.2772	77.499	72.4098
TARS2	45.300056	48.214382	36.78173	38.09815	37.738019
TARSL2	30.8391	25.1244	22.9744	24.9379	36.6068
TASP1	12.3792	10.2359	9.45114	9.69473	10.4929
TAT	0.259489	0.144783	2.13346	2.42661	1.99617
TATDN1	22.4933	17.4007	14.4297	26.3506	18.9257
TATDN2	22.0467	27.3222	21.9962	21.0088	23.4395
TATDN3	98.60425	75.28262	115.3972	97.89724	107.55502
TAX1BP1	82.3329	73.3434	96.6009	94.0082	72.9583
TAX1BP3	28.9111	18.14236	38.7206	36.6087	26.99948
TAZ	119.48527	116.55959	89.01611	81.58584	90.63505
TBATA	0	0	0	0	0
TBC1D1	6.96358	6.81322	6.67199	5.02221	7.4747
TBC1D10A	59.897	80.9657	50.8332	74.0797	42.9909
TBC1D10B	63.7613	69.7661	68.7599	66.3833	81.4915
TBC1D10C	0.717444	1.12556	1.29057	1.3243	0.532143
TBC1D12	7.87952	7.89586	8.03512	8.69967	7.23694
TBC1D13	52.7817	53.8959	60.436	54.1955	63.243
TBC1D14	55.6831	66.9769	49.1665	55.4493	62.0838
TBC1D15	9.63503	10.733	11.653664	12.300728	10.771695
TBC1D16	42.6171	55.2894	52.4856	38.2039	50.9942
TBC1D17	51.7718	58.2095	48.5241	55.1906	49.5667
TBC1D19	19.0405	19.8913	17.0242	17.6895	17.2878
